title,views,likes,dislikes
Left Behind,6983169.0,13275.0,2629.0
Legend,1589746.5,4698.0,267.0
Letters to Juliet,26931.0,26.0,1.0
Life,3804877.6,6759.2,481.8
Life After Beth,382067.0,832.0,93.0
Life As We Know It,34013.0,36.0,2.0
Life During Wartime,36791.5,73.5,6.0
Life in a Day,2825819.6666666665,8210.333333333334,398.6666666666667
Life of Pi,5899234.0,12901.0,896.0
Like Crazy,20502.0,29.0,1.0
Like Dandelion Dust,28296.5,20.5,1.0
Lincoln,2873304.75,6159.75,853.75
Lion,678654.3333333334,1396.6666666666667,128.0
Little Boy,6166204.0,23364.0,1291.0
Little White Lies,625770.0,538.0,38.0
Live by Night,3247053.3333333335,7908.666666666667,409.6666666666667
Locke,722831.0,773.0,91.0
Lockout,2801197.0,2687.0,246.0
Logan,12214190.875,106091.25,1950.25
London Boulevard,202380.0,139.0,18.0
London Has Fallen,1078459.5,1912.5,211.0
Lone Survivor,16200187.0,36375.0,3059.0
Loose Cannons,788266.0,752.0,38.0
Lootera,531684.0,777.0,105.0
Lost River,2803472.0,5366.0,346.0
Louder Than Bombs,2511375.0,11206.0,308.0
Love Is All You Need,234349.0,153.5,19.0
Love the Coopers,116423.33333333333,129.66666666666666,14.666666666666666
Lovelace,2990252.0,4407.0,275.0
Loving,302058.2,2073.8,211.4
Lucy,2178940.5,6860.0,258.5
MacGruber,206375.5,194.0,27.5
Macbeth,1148185.5,4092.25,188.75
Machete,117001.0,325.0,15.0
Machine Gun Preacher,57355.0,61.0,1.0
Maggie,344454.0,790.0,13.0
Magic Mike,2375810.0,2428.0,270.0
Magic in the Moonlight,2112735.0,3103.0,341.0
Main Street,6261787.5,10372.0,772.0
Make Your Move,218787.0,526.0,26.0
Mama,23529.0,40.0,4.0
Mammoth,32347.0,30.0,8.0
Man of Tai Chi,6147146.0,8097.0,455.0
Man on a Ledge,3748454.0,2857.0,207.0
Manchester by the Sea,313336.0,526.0,28.0
Manglehorn,812840.0,1701.0,142.0
Manifesto,257233.0,913.0,46.0
Margin Call,1949447.0,2284.0,104.0
Marmaduke,120589.0,244.0,111.0
Mars Needs Moms,156708.0,196.0,71.0
Mary Kom,6689118.0,27378.0,1743.0
Masterminds,1202685.6666666667,3349.6666666666665,104.66666666666667
Match,336120.0,440.0,143.0
Max,7605856.0,32673.0,1621.0
Max Steel,1477737.0,3803.0,766.0
Me Before You,3654278.0,16156.0,559.0
Me and Orson Welles,63498.0,141.0,5.0
Meet Monica Velour,351252.0,180.0,30.0
Melancholia,8789038.0,12235.0,1252.0
Mere Brother Ki Dulhan,2292010.0,2921.0,362.0
Metro,1418582.0,1973.0,175.0
Micmacs,254208.0,519.0,11.0
Middle Men,210536.55555555556,155.22222222222223,12.555555555555555
Midnight Special,1407750.0,3840.6666666666665,253.66666666666666
Midnight in Paris,721337.0,1576.0,59.0
Million Dollar Arm,1827991.0,5261.0,201.0
Minions,22332580.333333332,64419.333333333336,5542.666666666667
Miracles from Heaven,7221838.0,32635.0,1471.0
Miss Sloane,1280513.5,1006.0,665.0
Mohenjo Daro,18278429.5,60682.0,4731.0
Mommy,1283043.0,3431.0,116.0
Money Monster,2787420.0,3740.5,384.5
Moneyball,4821136.0,5074.0,296.0
Monogamy,36451.0,46.0,2.0
Monster Hunt,66302.0,12.0,3.0
Monster Trucks,806131.3333333334,1905.5,561.6666666666666
Monsters vs Aliens,54298.0,52.0,10.0
Monte Carlo,12633197.0,34996.0,1893.0
Moonlight,1056540.7333333334,3189.0666666666666,346.06666666666666
Moonrise Kingdom,960682.0,3788.5,65.0
Morgan,2423064.0,4994.0,585.6666666666666
Mortdecai,2228830.0,4635.0,260.0
Movie 43,1548013.0,2637.0,402.0
Mud,506629.0,534.0,33.0
Mustang,84747.0,131.0,6.0
My All American,2506228.0,418.0,39.0
My Big Fat Greek Wedding 2,1616976.5,1855.25,105.0
My Life as a Zucchini,6233.0,19.0,4.0
My Life in Ruins,1913762.0,2044.0,197.0
My Name Is Khan,2944574.0,15227.0,489.0
My Old Lady,555100.0,823.0,66.0
My Soul to Take,249441.0,375.0,29.0
My Week with Marilyn,484238.0,1492.0,39.0
Mysteries of Lisbon,114851.0,154.0,8.0
Nebraska,1131404.0,1314.0,94.0
Need for Speed,2438194.5,8846.666666666666,357.1666666666667
Neerja,7983319.0,36371.0,1598.0
Neighbors,1441974.0,2364.0,122.0
Neon Bull,65101.0,103.0,12.0
Nerve,2255113.3333333335,6118.166666666667,333.8333333333333
Never Let Me Go,14010447.0,37492.0,972.0
Nine,220786.0,477.0,41.0
Nine Lives,965299.0,1955.0,1655.0
Ninja Assassin,3541791.0,5102.0,277.0
No Escape,6133862.0,9049.0,799.0
No Good Deed,1599620.5,2977.5,187.0
No One Lives,375845.0,503.0,33.5
Noah,911468.5,3241.0,272.75
Nocturnal Animals,3684255.5,5594.0,819.5
Now You See Me,413598.0,28.0,2.0
Now You See Me 2,7962254.666666667,39890.0,884.0
Oblivion,2426686.6666666665,5417.666666666667,284.0
Oculus,214935.72727272726,85.9090909090909,6.7272727272727275
Of Gods and Men,100459.5,106.5,5.5
Office Christmas Party,1267697.2,701.2,116.0
Officer Down,1214405.0,510.0,290.0
Old Dogs,1996650.0,2387.0,279.0
Oldboy,8834217.0,10431.0,2178.0
Olympus Has Fallen,7917475.0,14058.0,1629.0
On the Job,438265.0,809.0,54.0
On the Road,299375.0,646.0,32.0
Ondine,290042.0,816.0,12.0
One Day,6429353.0,23277.0,481.0
One for the Money,285879.0,37.0,8.0
Only God Forgives,1527202.0,3660.0,362.0
Only Lovers Left Alive,2110976.0,5368.0,199.0
Open Road,2968.0,8.0,2.0
Ouija,3978702.0,4577.0,496.0
Our Brand Is Crisis,4347318.0,4039.0,709.0
Our Family Wedding,1920508.0,2815.0,166.0
Out of the Furnace,2404643.0,4823.0,196.5
PK,824944.0,1554.0,281.0
Pacific Rim,11184059.666666666,34911.0,1594.3333333333333
Paddington,2778081.0,3413.0,748.0
Pan,9517426.0,29614.0,2354.5
Paper Heart,369533.0,750.0,36.0
Paper Towns,5466079.8,41021.2,695.4
ParaNorman,289761.0,764.0,37.0
Paranormal Activity 2,18604171.0,11196.0,1783.0
Paranormal Activity 3,7060.0,3.5,1.0
Paranormal Activity 4,736814.5,1217.1666666666667,238.5
Parental Guidance,765898.0,600.0,125.0
Paris Can Wait,1060083.0,3551.0,543.0
Parker,820045.0,1485.0,86.0
Parkland,1920657.0,3185.0,143.0
Passengers,3414784.6666666665,14496.444444444445,688.0
Passion,6910023.5,8970.5,1387.5
Passion Play,854245.0,852.0,275.0
Paterson,393548.0,54.5,1.75
Patriots Day,1460281.4,2296.6,1514.4
Paul,1188481.0,1592.0,61.0
Pawn Sacrifice,9918.666666666666,32.666666666666664,2.0
Pawn Shop Chronicles,2631.0,9.0,3.0
Penguins of Madagascar,987764.3333333334,2175.0,127.0
People Like Us,2103235.0,2326.0,232.0
Personal Shopper,229303.0,272.0,14.5
Peter and Vandy,152150.0,164.0,18.0
Phantom,3276844.0,2373.0,290.0
Philomena,342032.5,450.5,32.5
Pieta,39983.0,39.0,4.0
Piku,6689546.0,20333.0,1687.0
Pina,26148.0,128.0,3.0
Pioneer,207774.0,105.0,7.0
Piranha 3D,857361.0,591.0,107.0
Piranha 3DD,7042551.0,4193.0,2224.0
Pitch Perfect,398205.0,1109.0,33.0
Pitch Perfect 2,1607786.4285714286,4256.0,170.28571428571428
Pixels,21014280.0,89138.0,13427.0
Pizza,45889.0,129.0,4.0
Planes,2849335.5,3200.5,1160.5
Planet 51,425309.3333333333,561.6666666666666,61.666666666666664
Playback,5573.0,2.0,1.0
Please Give,501656.0,213.0,23.0
Point Blank,290672.5,193.5,28.5
Point Break,21494644.0,43945.0,13559.0
Poltergeist,4699488.0,15848.0,1176.0
Pompeii,4816508.0,8511.5,1259.5
Pontypool,5299.0,8.0,1.0
Post Grad,236036.0,177.0,21.0
Power Rangers,23540090.0,118428.0,10435.0
Predators,510222.0,1315.5,54.5
Predestination,423744.0,695.0,35.0
Prem Ratan Dhan Payo,23778532.0,109717.0,17087.0
Premam,15115394.0,47560.0,2541.0
Premium Rush,2081830.0,5095.0,345.0
Priest,657134.5,793.0,68.0
Prince Avalanche,270853.0,817.0,77.0
Princess Kaiulani,131185.0,386.0,12.0
Prisoners,1571895.5,3499.0,124.83333333333333
Prom,782712.5,2029.5,137.5
Prometheus,5412028.6,10339.8,589.6
Promised Land,107141.0,33.142857142857146,7.142857142857143
Purge,166220.0,196.0,21.0
Pyaar Ka Punchnama 2,7900615.0,32762.0,2679.0
Queen of Katwe,2703931.0,14634.0,529.0
R100,52437.0,225.0,14.0
RED 2,841196.25,1976.5,78.25
RISE,22597.0,20.0,1.0
Race to Witch Mountain,1089311.0,1600.0,72.0
Railroad Tigers,18758.333333333332,40.666666666666664,2.3333333333333335
Raja Natwarlal,4154556.0,7983.0,1187.0
Rampart,28917.0,46.0,35.0
Rango,5261023.0,6197.5,440.5
Real Steel,40632.0,28.0,2.0
Red Dawn,5612346.0,14207.0,2490.0
Red Lights,254510.0,288.0,18.0
Red State,998145.6666666666,1903.0,306.0
Red Tails,39348.0,38.0,7.0
Repentance,547429.0,673.0,35.0
Ricki and the Flash,523156.5,310.0,20.5
Riddick,8251846.0,17494.0,1218.0
Ride Along,2026345.0,12169.0,252.0
Ride Along 2,7399338.0,24131.0,986.5
Rings,5274924.0,12223.5,2149.5
Rio 2,648426.3333333334,1904.0,164.66666666666666
Risen,1068914.3333333333,1748.3333333333333,242.0
Road Hard,12191.0,20.0,7.0
RoboCop,390669.0833333333,1326.5833333333333,91.58333333333333
Rock Dog,428974.0,1354.0,96.0
Rock of Ages,12159.0,10.0,3.0
Rock the Kasbah,491826.6666666667,122.66666666666667,11.333333333333334
Room,8420408.0,24116.0,825.0
Rose,93467.0,70.0,12.0
Rowdy Rathore,3642901.0,5484.0,1690.0
Rubber,3727832.0,12226.0,1375.0
Rudderless,271019.0,575.0,103.0
Run All Night,7770420.0,12920.0,648.0
Rush,258795.0,836.0,17.0
Rust and Bone,51448.5,90.0,3.0
Rustom,29979284.5,140886.0,8372.5
Sacrifice,784814.0,494.0,76.0
Safe,26031.0,11.0,4.0
Safe Haven,1094935.8,1852.8,81.3
Safe House,9607391.0,5857.0,570.0
Safety Not Guaranteed,2483146.0,8124.0,324.0
Salvation Boulevard,345129.0,674.0,98.0
Samba,163074.0,415.0,19.0
Samsara,55105.0,141.0,3.0
San Andreas,4289765.555555556,11324.666666666666,838.2222222222222
Sanctum,24012.0,9.0,2.0
Sausage Party,16526525.5,84929.0,7446.5
Savannah,5185.0,11.0,0.0
Scary Movie 5,13431477.0,29925.0,6961.0
Scream 4,284497.0,344.0,29.0
Screwed,474165.0,277.0,40.0
Search Party,23886.6,70.8,19.8
Season of the Witch,68367.0,118.0,5.0
Secretariat,1634035.0,2334.0,96.0
Seeking Justice,121639.0,124.0,20.0
Selma,4784448.0,20454.0,679.0
Seven Psychopaths,1514320.0,5855.0,137.0
Seventh Son,13317261.5,20877.5,1444.5
Sex Tape,17271105.0,5304.0,1149.0
Sex and the City 2,332966.0,165.0,21.0
Shadow Dancer,360578.0,177.0,28.0
Shame,2995998.0,2853.0,193.0
Shamitabh,4122393.0,12422.0,1330.0
Shaolin,726893.0,1383.25,43.25
Shorts,299155.0,689.0,110.0
Shut In,3952833.0,2971.0,496.0
Shutter Island,109899.0,213.0,3.0
Sicario,1330397.0,2398.0,134.5
Side Effects,144592.0,31.666666666666668,4.0
Sidewalls,69196.0,306.5,5.5
Silent House,2432936.0,3239.0,440.0
Silver Linings Playbook,91598.71428571429,195.85714285714286,7.428571428571429
Sing,5839889.6,14169.6,1170.8
Sing Street,3409993.0,11333.0,168.0
Singham,4157275.0,5223.0,756.0
Sinister,2294918.0,5323.0,280.0
Sinister 2,21627904.0,58379.0,3450.0
Skin Trade,3360924.0,4047.0,401.0
Skyline,4119526.0,4919.0,1039.0
Sleepless,1558864.6666666667,4161.666666666667,302.0
Sleepless Night,82938.0,72.0,8.0
Smashed,119537.0,491.0,23.0
Snitch,7095694.0,9995.0,515.0
Snow White and the Huntsman,3312127.0,16675.0,628.0
Snowden,7547772.0,37264.0,2382.0
Snowpiercer,1326663.6666666667,1529.3333333333333,140.66666666666666
Soldiers of Fortune,211775.0,691.0,473.0
Solitary Man,189168.0,116.0,20.0
Something Borrowed,776044.5,1939.5,50.0
Son of God,3406386.0,18056.0,1591.0
Son of Saul,355683.0,426.0,60.0
Song One,1712922.0,6039.5,117.0
Song to Song,305407.0,313.0,26.0
Sorority Row,153199.0,566.0,16.0
Soul Surfer,3213723.5,3941.5,149.0
Sound of Noise,74326.0,299.25,11.0
Source Code,7898665.0,13648.0,372.0
Southpaw,844619.5454545454,303.3636363636364,18.363636363636363
Spirit,453590.5,1048.0,129.0
Splice,90872.0,179.0,18.0
Split,2038238.25,2634.5,200.25
Spotlight,149133.0,104.0,11.6
Spring Breakers,1990377.3333333333,3767.3333333333335,606.3333333333334
Stalingrad,102800.0,421.0,18.0
Standing Tall,70295.0,97.0,5.0
Star Trek,105289.5,1.4,0.2
State of Play,89870.0,39.0,7.0
Step Up 3D,3538795.3333333335,6833.0,216.33333333333334
Still Alice,38116.0,10.0,3.0
Stolen,3639232.0,2574.0,1216.0
Stone,1122139.0,1434.0,388.0
Stonewall,1100428.0,3397.0,4100.0
Storks,1253288.375,3391.5,201.25
Straight Outta Compton,7802793.666666667,43582.333333333336,1034.6666666666667
Strangerland,1274481.0,1811.0,201.0
Sucker Punch,2386920.0,4628.0,340.0
Suffragette,157386.0,1005.0,26.0
Sully,4483448.75,14878.0,571.0
Sultan,12884404.5,66354.66666666667,7511.0
Sunshine Superman,310573.0,557.0,46.0
Super,174949.0,684.0,33.5
Super 8,355470.0,725.0,32.0
Surrogates,139557.0,149.0,6.0
Survival of the Dead,96764.0,96.0,21.0
Swiss Army Man,10754356.0,45217.0,3820.5
Syrup,784678.0,1044.0,86.0
Table 19,1388929.0,7665.0,488.0
Tai Chi Hero,222442.0,546.0,59.0
Take Shelter,2010346.0,3604.0,140.0
Taken 2,16264011.0,38163.0,1699.0
Taken 3,1817895.0,3192.0,173.0
Talaash,9984.0,7.0,0.0
Tale of Tales,25630.5,58.0,1.5
Tammy,1238132.0,2526.6666666666665,226.5
Tangerine,16566.0,51.0,16.0
Tasting Menu,27896.0,26.0,1.0
Te3n,6298467.0,20695.0,868.0
Ted,21211003.0,41697.0,2493.0
Ted 2,30403643.0,134893.0,7334.0
Teenage Mutant Ninja Turtles,10628812.0,28627.0,3560.0
Term Life,287599.0,234.0,113.0
Terminator Salvation,27908.0,33.333333333333336,3.3333333333333335
Tetro,303695.5,441.5,20.0
Texas Chainsaw 3D,693320.0,1627.0,140.0
The Accountant,2869134.0,8432.5,588.5
The Age of Shadows,52021.0,54.0,2.0
The Ardennes,119795.33333333333,122.0,16.333333333333332
The Assassin,121183.5,150.5,10.5
The Bad Batch,623998.0,1463.5,151.5
The Birth of a Nation,756844.0,3902.0,393.0
The Book of Henry,953504.5,7593.0,531.5
The Bye Bye Man,4507928.333333333,3361.0,549.3333333333334
The Choice,2647607.75,6165.5,377.25
The Color Wheel,48376.0,107.0,39.0
The Cut,8946.0,33.0,8.0
The Dressmaker,7222346.0,27247.0,707.0
The Emoji Movie,7933157.5,17932.5,64521.5
The Ghost Writer,1196083.5,1008.5,65.0
The Handmaiden,421099.3333333333,962.6666666666666,30.333333333333332
The Hateful Eight,6808325.25,22467.75,1101.5
The Hollars,142527.0,227.0,19.0
The House,2007264.5,3170.0,344.5
The Immigrant,401975.5,539.0,59.5
The Infiltrator,2364097.0,326.75,34.25
The Innocents,496723.0,909.0,47.0
The Journey,322751.5,1114.0,41.0
The Last King,435270.0,406.0,63.0
The Letters,7605.0,28.0,1.0
The Levelling,28729.0,29.0,3.5
The Little Prince,811876.0,6125.0,134.0
The Lobster,343110.0,874.0,6.0
The Longest Ride,8255780.0,20926.5,686.0
The Lost City of Z,3276249.3333333335,959.6666666666666,124.33333333333333
The Lovers,1499299.0,2076.0,386.0
The Lure,890352.0,1599.0,546.0
The Magnificent Seven,11275744.0,21201.0,1373.0
The Meddler,19585.0,6.0,1.0
The Muppets,1154559.0,2609.5,223.5
The Neon Demon,4727045.5,17898.5,2076.5
The Nightmare,90312.0,305.0,18.0
The Runaways,2018746.0,3390.0,167.0
The Shack,2653094.3333333335,6864.333333333333,599.3333333333334
The Shallows,19739252.0,63218.0,7558.0
The Space Between Us,793676.5,3107.9,152.1
The Sweeney,485516.0,268.0,56.0
The Wave,95034.0,196.0,8.0
The Witch,5956274.666666667,11805.0,1155.3333333333333
Their Finest,31155.5,48.5,5.333333333333333
Think Like a Man,5064611.0,10674.0,510.0
Third Person,138834.0,161.5,12.5
This Is Where I Leave You,7436283.0,13886.0,1236.0
This Must Be the Place,1036751.0,2228.0,143.0
Thor,5577947.0,9047.0,389.0
Tinker Tailor Soldier Spy,659264.0,724.5,25.0
Tom of Finland,277675.0,635.0,21.0
Tomboy,29795.0,57.0,5.0
Toni Erdmann,483389.5,438.5,50.5
Tooth Fairy,2585367.0,3126.0,510.0
Total Recall,2811767.0,5128.0,482.0
Tower Heist,5267866.0,6421.0,315.0
Toy Story 3,10230559.0,8103.0,1076.0
Tracker,142377.0,131.0,7.0
Train to Busan,882061.6666666666,2369.6666666666665,119.66666666666667
Trance,114533.0,224.0,7.0
Transcendence,530691.5,1041.375,39.5
Trespass,2505711.0,1751.0,255.0
Troll Hunter,1088857.0,2121.0,105.0
Trolls,14135846.5,19609.0,5807.0
Trumbo,111364.0,257.0,5.5
Truth,439533.0,882.3333333333334,90.33333333333333
Tucker and Dale vs Evil,18969.0,20.0,3.0
Turbo,3715398.0,6136.333333333333,815.3333333333334
Tusk,3780983.0,9102.0,1094.0
Twice Born,506404.6666666667,1415.0,52.333333333333336
Twisted,155685.0,5108.0,11.0
Unbroken,3057850.5,4549.5,536.0
Unconditional,3711.0,6.0,0.0
Underdogs,372138.0,479.0,47.0
Unforgettable,3017257.0,5204.0,785.0
United Passions,114946.0,87.0,658.0
Unknown,1704892.0,1942.5,113.0
Unstoppable,6191756.0,7919.0,472.0
Up,688321.5,829.5,92.5
Up in the Air,1227070.0,1527.0,59.0
Upside Down,18166.0,30.0,7.0
Upstream Color,141638.5,316.0,24.0
Valhalla Rising,1418238.0,2245.5,243.0
Vamps,90642.0,149.0,85.0
Vanishing on 7th Street,1825915.0,1462.0,127.0
Veronica Mars,4540479.0,14995.0,1259.0
Videocracy,12061.0,23.0,3.0
Wake Up Sid,22385.0,57.0,1.0
Walking With Dinosaurs,815770.0,2363.0,214.0
Wanted,11665.0,10.0,2.0
War Horse,365096.75,451.5,37.25
War Room,5430176.0,19775.0,1120.0
War of the Arrows,9082.0,1.0,0.0
Warcraft,10027554.333333334,50348.0,3838.6666666666665
Warm Bodies,2909128.0,16912.0,539.0
Warrior,4568551.0,10114.0,353.0
Waste Land,851864.0,2103.0,55.0
Watchmen,46309.0,43.0,6.0
Water for Elephants,192407.0,252.0,18.0
Wazir,4167235.0,10765.0,592.0
We Are Your Friends,8215158.0,35697.0,4315.5
We Bought a Zoo,120398.0,165.5,11.5
We Have a Pope,124599.0,52.0,3.0
We Need to Talk About Kevin,1317528.5,2293.0,88.0
Weekend,10393.0,71.0,0.0
What If,181410.0,1391.0,34.0
What Maisie Knew,264207.0,410.0,21.0
Whatever Works,5450.0,4.0,1.0
When the Bough Breaks,2770336.0,7273.0,463.0
When the Game Stands Tall,4950465.0,7798.0,438.0
Where the Wild Things Are,376127.0,1038.0,41.0
Whip It,4347038.0,11065.0,757.0
Whiplash,77061.83333333333,269.8333333333333,5.0
White Girl,292660.8,349.0,114.0
White God,90076.66666666667,327.0,17.333333333333332
White House Down,2648997.0,748.0,96.66666666666667
Whiteout,80286.0,91.0,8.0
Wild,565231.0,633.0,61.0
Wild Target,1175250.0,2223.0,47.0
Win Win,137215.0,107.0,6.0
Wind River,1331193.0,3485.0,228.5
Winnie Mandela,198620.0,951.0,110.0
Winnie the Pooh,3703507.0,13795.0,554.0
Woman in Gold,956990.0,1575.0,98.0
Wonder Woman,10578664.5,90129.0,3452.0
Woodlawn,1009656.0,2028.0,93.0
World War Z,510941.0,658.0,41.0
Year One,798583.0,1187.0,92.0
Yogi Bear,231699.0,301.5,562.0
Yossi,955983.0,1980.0,203.0
You Again,10383028.0,18806.0,584.0
Young Adult,5690957.0,3905.0,724.0
Your Highness,2716109.5,4069.5,225.0
Youth,1428343.0,2416.0,121.5
Youth in Revolt,175326.0,254.0,13.0
Yves Saint Laurent,60418.0,361.0,25.0
Zaytoun,137772.0,204.0,18.0
Zombieland,2496598.0,5121.0,279.0
Zookeeper,2864595.0,2596.0,1276.0
Zoolander 2,10409576.333333334,42671.0,3049.0
